assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1997-01-16,0,40,True,True,None,None,0,0.0,18,244954,None,,0,0,-1,1,8.4,327,111,24,8.5,None,,0,2,1.7,2.2,4,0.15,0.05,0.25,0.09,0.10,3.17,1.12,0.04,Pau,1.7,192,68,3,1.06,0,False,8.4,274,93,41,False,62.4,191,79,254,,None,44,529,133,p244954,0,0,None,0,,244954.jpg,2.0,256,91,21,0,200,False,0,0.0,Torres,0.3,294,105,False,None,2,0.71,a,6,2,7,2023-07-12,13.0,274,89,8,12402,1311,32299,2113,0.4,1.8,Pau,0
0,2003-02-07,0,0,True,True,100,100,0,0,0,606798,None,,0,0,-1,1,0.0,431,172,0,0,None,,0,2,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrés,0.0,403,158,0,0,0,False,0.0,452,174,42,False,0.0,451,175,0,,2025-08-10T22:00:04.418109Z,39,740,242,p606798,0,0,None,0,,606798.jpg,0.0,455,174,0,0,200,False,0,0,García,0.3,316,113,False,None,0,0,a,0,2,7,2025-01-21,0.0,399,162,0,18744,4166,20169,1705,0.0,0.0,A.García,0
0,1993-06-08,0,0,False,True,0,0,0,0,0,106468,None,,0,0,0,0,0.0,445,176,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Álex,0.0,415,162,0,0,0,False,0.0,464,178,43,False,0.0,463,179,0,Has joined Girona permanently.,2025-08-26T13:45:03.013808Z,40,620,160,p106468,0,0,None,0,,106468.jpg,0.0,467,178,0,0,200,False,0,0,Moreno Lopera,2.9,108,40,False,None,0,0,u,0,2,7,2023-01-11,0.0,413,166,0,44476,0,743422,29564,0.0,0.0,Alex Moreno,0
0,2004-01-05,3,47,True,True,None,None,1,0.32,4,515597,None,,0,0,0,0,32.1,197,54,8,2.55,None,,0,2,1.7,2.2,2,0.08,0.03,0.08,0.03,0.00,3.28,1.05,0.0,Lamare,1.7,190,66,2,0.64,0,False,5.7,315,105,44,False,20.2,329,121,282,,None,40,677,189,p515597,0,0,None,0,,515597.jpg,2.5,205,77,9,0,152,False,0,0.0,Bogarde,0.7,197,75,False,None,3,0.96,a,4,2,7,2021-01-07,6.0,314,108,15,70800,6806,30315,5004,0.4,3.8,Bogarde,1
0,None,0,0,True,True,None,None,0,0,0,514315,None,,0,0,0,0,0.0,492,195,0,0,None,,0,2,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Lino,0.0,462,181,0,0,0,False,0.0,510,196,45,False,0.0,508,196,0,,None,40,676,188,p514315,0,0,None,0,,514315.jpg,0.0,513,196,0,0,None,False,0,0,da Cruz Sousa,0.3,300,106,False,None,0,0,a,0,2,7,None,0.0,459,184,0,12035,902,19046,1679,0.0,0.0,Sousa,0
0,2006-04-20,0,0,False,True,0,0,0,0,0,587178,None,,0,0,0,0,0.0,509,207,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yasin,0.0,481,195,0,0,0,False,0.0,527,208,46,False,0.0,525,208,0,has joined Anderlecht on loan for the rest of the season.,2025-09-22T21:15:59.805053Z,40,696,203,p587178,0,0,None,0,,587178.jpg,0.0,529,207,0,0,219,False,0,0,Özcan,0.2,388,142,False,None,0,0,u,0,2,7,2025-06-01,0.0,477,197,0,4656,0,15376,1405,0.0,0.0,Yasin,0
2,2002-07-26,0,69,True,True,100,100,2,0.29,11,244850,None,,0,0,-1,1,118.3,46,36,38,5.51,None,,0,3,4.0,4.5,5,0.64,0.09,1.10,0.16,0.46,9.78,1.42,0.07,Morgan,4.0,71,35,7,1.01,0,False,30.6,54,35,47,False,90.0,138,49,621,,2025-08-10T22:00:04.458365Z,69,41,26,p244850,0,0,None,0,,244850.jpg,3.1,139,59,22,0,241,False,0,0.0,Rogers,5.1,72,22,False,None,7,1.01,a,5,2,7,2024-02-01,98.0,51,29,22,453957,18148,956854,76550,0.6,3.2,Rogers,0
0,1997-05-07,0,46,True,True,25,0,1,0.29,4,166989,3,,0,0,-1,1,74.2,89,66,21,6.0,None,,0,3,0.0,0.0,0,0.37,0.11,0.50,0.15,0.13,6.48,1.85,0.04,Youri,0.0,722,320,4,1.14,0,False,13.8,204,101,48,False,34.2,276,126,315,Calf injury - 25% chance of playing,2025-09-14T22:00:07.795199Z,59,94,62,p166989,0,0,4,0,,166989.jpg,2.0,270,126,12,0,21,False,0,0.0,Tielemans,0.7,208,70,False,None,4,1.14,d,5,2,7,2023-06-14,29.0,195,114,8,46615,95,227852,10051,0.0,1.4,Tielemans,0
0,1997-08-09,0,0,False,True,0,0,0,0,0,215711,8,,0,0,0,0,0.0,724,319,0,0,4,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leon,0.0,713,313,0,0,0,False,0.0,725,319,49,False,0.0,724,318,0,Has joined AS Roma on loan for the rest of the season.,2025-08-20T13:31:56.843157Z,55,145,91,p215711,0,0,None,0,,215711.jpg,0.0,725,319,0,0,107,False,0,0,Bailey,0.1,483,164,False,None,0,0,u,0,2,7,2021-08-04,0.0,722,319,0,2168,0,46580,529,0.0,0.0,Bailey,0
1,1996-12-25,3,46,True,True,None,None,1,0.29,8,195546,None,,0,0,-2,2,77.6,83,61,33,9.64,None,,1,3,4.3,4.8,0,0.58,0.17,1.30,0.38,0.72,3.87,1.13,0.21,Emiliano,4.3,53,25,3,0.88,1,False,23.6,102,59,50,False,75.8,163,63,308,,None,53,205,130,p195546,0,0,None,0,,195546.jpg,2.8,172,72,15,0,10,False,0,0.0,Buendía Stati,0.2,372,125,False,None,2,0.58,a,10,2,7,2021-06-10,82.0,66,41,17,21546,2311,20912,4635,0.8,3.2,Buendía,2
0,2003-10-04,0,0,False,True,0,0,0,0,0,469247,None,,0,0,0,0,0.0,725,320,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,715,315,0,0,0,False,0.0,726,320,51,False,0.0,725,319,0,has joined West Bromwich Albion on loan for the rest of the season,2025-09-22T21:15:59.838578Z,55,150,95,p469247,0,0,None,0,,469247.jpg,0.0,726,320,0,0,241,False,0,0,Iling-Junior,0.0,640,264,False,None,0,0,u,0,2,7,2024-07-01,0.0,724,320,0,1383,0,3307,229,0.0,0.0,Iling Jr,0
0,1999-01-19,3,62,True,True,None,None,0,0.0,1,204646,None,,0,0,-4,4,44.4,157,106,9,3.55,None,,1,3,5.7,6.2,15,0.13,0.05,0.93,0.37,0.80,3.77,1.49,0.32,Donyell,5.7,22,9,5,1.97,2,False,20.5,127,68,53,False,80.4,153,55,228,,None,51,237,147,p204646,0,0,None,0,,204646.jpg,3.1,136,56,6,0,152,False,0,0.0,Malen,0.7,198,65,False,None,2,0.79,a,2,2,7,2025-01-14,83.0,65,40,22,49340,23948,175917,6531,1.1,4.3,Malen,0
0,1994-10-18,0,102,True,True,None,None,3,0.49,10,122806,6,,0,0,-1,1,131.6,34,29,42,6.92,6,,0,3,3.7,4.2,3,0.91,0.15,1.52,0.25,0.61,8.17,1.35,0.1,John,3.7,84,41,5,0.82,1,False,26.1,80,47,54,False,90.6,136,47,546,,None,54,165,103,p122806,0,0,None,0,,122806.jpg,3.0,155,64,27,0,243,False,0,0.0,McGinn,0.7,206,68,False,None,7,1.15,a,5,2,7,2018-08-08,38.0,164,99,21,54287,6449,60704,8047,0.7,3.9,McGinn,1
0,1993-12-05,0,1,True,True,100,0,0,0.0,1,88894,None,,0,0,-2,2,0.3,392,198,3,45.0,None,,0,3,0.3,0.0,1,0.00,0.0,0.16,2.4,0.16,0.03,0.45,2.4,Ross,0.3,346,163,0,0.0,0,False,0.7,403,191,55,False,0.0,662,278,6,,2025-08-10T22:00:04.469618Z,48,364,228,p88894,0,0,None,0,,88894.jpg,1.0,365,170,2,0,241,False,0,0.0,Barkley,0.0,606,242,False,None,0,0.0,a,0,2,7,2024-07-01,7.0,306,160,1,681,358,7275,173,0.1,0.2,Barkley,0
0,None,0,0,False,True,0,0,0,0,0,491287,None,,0,0,0,0,0.0,699,305,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,0.0,678,290,0,0,0,False,0.0,702,305,56,False,0.0,701,304,0,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,50,279,171,p491287,0,0,None,0,,491287.jpg,0.0,702,305,0,0,None,False,0,0,Barrenechea,0.0,743,330,False,None,0,0,u,0,2,7,None,0.0,690,302,0,0,0,29,1,0.0,0.0,Barrenechea,0
0,2003-01-03,0,0,False,True,0,0,0,0,0,461421,None,,0,0,0,0,0.0,693,301,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,673,286,0,0,0,False,0.0,697,301,57,False,0.0,696,300,0,Has joined Preston North End on loan for the rest of the season.,2025-08-26T13:44:19.058961Z,50,270,165,p461421,0,0,None,0,,461421.jpg,0.0,697,301,0,0,241,False,0,0,Dobbin,0.0,626,255,False,None,0,0,u,0,2,7,2024-06-23,0.0,684,298,0,889,0,4979,128,0.0,0.0,Dobbin,0
2,1999-11-23,1,73,True,True,100,100,1,0.31,13,226944,None,,0,0,-1,1,63.1,112,80,36,11.02,None,,0,3,4.0,4.5,5,0.31,0.09,0.37,0.11,0.07,3.93,1.2,0.02,Boubacar,4.0,59,27,3,0.92,0,False,17.9,159,84,58,False,92.4,132,45,294,,2025-08-23T22:30:05.846310Z,49,324,201,p226944,0,0,None,0,,226944.jpg,3.0,148,61,16,0,73,False,0,0.0,Kamara,0.2,390,130,False,None,4,1.22,a,7,2,7,2022-06-11,24.0,216,123,15,12448,2852,20301,1268,0.8,3.1,Kamara,1
0,2001-08-16,0,32,True,True,100,0,1,0.58,9,449871,None,,-1,1,-2,2,6.3,334,178,23,13.44,None,,0,3,0.3,0.0,1,0.05,0.03,0.28,0.16,0.23,2.57,1.5,0.13,Amadou,0.3,349,166,1,0.58,0,False,5.6,318,158,59,False,34.2,275,125,154,,2025-08-29T18:30:08.037987Z,48,375,234,p449871,0,0,None,0,,449871.jpg,2.3,225,103,10,0,21,False,0,0.0,Onana,0.6,224,76,False,None,2,1.17,a,4,2,7,2024-07-22,16.0,254,140,7,60146,1294,188081,4733,0.1,1.5,Onana,1
0,2007-01-29,0,0,True,True,None,None,0,0,0,577731,None,,0,0,0,0,0.0,637,266,0,0,None,,0,3,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,608,244,0,0,0,False,0.0,645,266,60,False,0.0,643,264,0,,None,45,472,281,p577731,0,0,None,0,,577731.jpg,0.0,648,269,0,0,241,False,0,0,Broggio,0.3,292,99,False,None,0,0,a,0,2,7,2024-09-23,0.0,616,257,0,24692,2594,26785,2991,0.0,0.0,Broggio,0
0,1995-04-15,0,0,False,True,0,0,0,0,0,151589,None,,0,0,0,0,0.0,587,230,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leander,0.0,558,207,0,0,0,False,0.0,597,230,61,False,0.0,595,228,0,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,45,397,242,p151589,0,0,None,0,,151589.jpg,0.0,601,233,0,0,21,False,0,0,Dendoncker,0.1,453,150,False,None,0,0,u,0,2,7,2022-09-01,0.0,563,220,0,2169,0,29330,906,0.0,0.0,Dendoncker,0
0,2006-10-02,0,0,True,True,None,None,0,0,0,559962,None,,0,0,0,0,0.0,626,260,0,0,None,,0,3,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamaldeen,0.0,597,238,0,0,0,False,0.0,634,260,62,False,0.0,632,258,0,,None,45,459,274,p559962,0,0,None,0,,559962.jpg,0.0,637,263,0,0,241,False,0,0,Jimoh-Aloba,0.1,534,193,False,None,0,0,a,0,2,7,2024-09-23,0.0,605,251,0,4372,576,4748,584,0.0,0.0,Jimoh-Aloba,0
0,None,0,0,True,True,None,None,0,0,0,537403,None,,0,0,-1,1,0.0,566,217,0,0,None,,0,3,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,539,194,0,0,0,False,0.0,578,217,63,False,0.0,576,215,0,,None,44,571,317,p537403,0,0,None,0,,537403.jpg,0.0,582,220,0,0,None,False,0,0,Young,0.7,207,69,False,None,0,0,a,0,2,7,None,0.0,543,207,0,47999,7968,56412,5970,0.0,0.0,Young,0
0,1995-12-30,2,62,True,True,100,None,3,0.45,4,178301,None,,0,0,-3,3,64.3,110,10,18,2.71,None,,0,4,4.0,4.5,2,0.22,0.03,1.90,0.28,1.68,8.98,1.35,0.25,Ollie,4.0,73,10,6,0.9,1,False,26.0,82,13,64,False,56.8,213,19,598,,2025-10-13T11:00:08.391124Z,87,8,4,p178301,0,0,3,0,,178301.jpg,2.9,169,17,10,0,241,False,0,0.0,Watkins,8.3,49,11,False,None,7,1.05,a,4,2,7,2020-09-09,140.0,22,11,20,497958,15640,2486011,201685,0.5,2.3,Watkins,0
0,None,0,0,False,True,0,0,0,0,0,576756,None,,0,0,0,0,0.0,635,62,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Zépiqueno,0.0,606,58,0,0,0,False,0.0,643,63,65,False,0.0,641,63,0,has joined Huddersfield Town on loan for the rest of the season.,2025-09-02T13:26:36.441136Z,45,469,63,p576756,0,0,None,0,,576756.jpg,0.0,646,63,0,0,None,False,0,0,Redmond,0.4,264,41,False,None,0,0,u,0,2,7,None,0.0,614,61,0,17574,0,71963,3212,0.0,0.0,Redmond,0
0,2003-04-04,0,13,True,True,None,None,0,0.0,2,444884,None,,0,0,-1,1,17.8,270,155,5,4.64,None,,0,3,0.7,1.2,0,0.06,0.06,0.25,0.24,0.19,1.74,1.61,0.18,Harvey,0.7,313,154,2,1.86,0,False,4.4,338,166,389,False,8.6,373,174,97,,None,54,185,115,p444884,0,0,None,0,,444884.jpg,1.0,394,192,3,0,241,False,0,0.0,Elliott,0.4,263,90,False,None,1,0.93,a,0,2,7,2025-09-01,18.0,247,137,4,87748,1463,64855,11395,0.1,0.7,Elliott,0
0,2000-03-25,0,2,True,True,100,75,0,0.0,0,209243,None,,0,0,-1,1,2.8,360,187,0,0.0,None,,0,3,0.3,0.6,0,0.04,0.45,0.06,0.67,0.02,0.00,0.0,0.22,Jadon,0.3,366,173,0,0.0,0,False,1.1,396,189,456,False,0.8,418,197,8,,2025-10-01T21:00:06.405442Z,59,100,68,p209243,0,0,None,0,,209243.jpg,1.0,405,199,0,0,241,False,0,0.0,Sancho,0.2,375,126,False,None,0,0.0,a,0,2,7,2025-09-01,7.0,312,164,1,24855,262,27783,4282,0.1,0.2,Sancho,0
0,2001-07-01,0,22,True,True,None,None,1,0.32,3,485337,None,,0,0,-2,2,9.4,322,172,29,9.26,None,,0,3,2.0,2.5,1,0.30,0.1,0.62,0.2,0.32,4.65,1.48,0.1,Evann,2.0,183,86,3,0.96,0,False,10.0,255,130,677,False,38.6,262,117,282,,None,63,75,52,p485337,0,0,None,0,,485337.jpg,1.5,317,150,15,0,54,False,0,0.0,Guessand,0.0,590,229,False,None,3,0.96,a,11,2,7,2025-08-08,52.0,122,76,9,3330,262,7376,647,0.3,1.4,Guessand,0
0,2004-12-02,0,0,True,True,None,None,0,0,0,481283,None,,0,0,0,0,0.0,481,47,0,0,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,451,57,0,0,0,False,0.0,499,62,688,False,0.0,497,62,0,,None,40,664,70,p481283,0,0,None,0,,481283.jpg,0.0,502,62,0,0,241,False,0,0,Wright,0.5,241,33,False,None,0,0,a,0,2,7,2023-03-31,0.0,448,36,0,23989,433,17329,1495,0.0,0.0,Wright,0
0,2006-10-02,0,0,False,True,0,0,0,0,0,569577,None,,0,0,0,0,0.0,506,204,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Triston,0.0,478,192,0,0,0,False,0.0,524,205,701,False,0.0,522,205,0,has joined Annecy on loan for the rest of the season.,2025-09-22T21:15:59.825051Z,40,693,200,p569577,0,0,None,0,,569577.jpg,0.0,527,205,0,0,241,False,0,0,Rowe,0.1,475,174,False,None,0,0,u,0,2,7,2024-09-23,0.0,474,194,0,8943,0,7745,909,0.0,0.0,Rowe,0
0,2008-03-04,0,3,True,True,None,None,0,0.0,0,645618,None,,0,0,0,0,0.3,391,197,1,5.62,None,,0,3,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.90,5.06,0.0,Bradley,0.0,624,257,1,5.62,0,False,0.0,660,278,702,False,0.0,658,276,16,,None,45,491,295,p645618,0,0,None,0,,645618.jpg,1.0,364,169,1,0,241,False,0,0.0,Burrowes,0.1,511,178,False,None,0,0.0,a,0,2,7,2025-01-09,0.0,631,269,1,6762,227,4567,514,0.0,0.2,Burrowes,0
0,2006-12-21,0,0,True,True,None,None,0,0,0,564505,None,,0,0,0,0,0.0,503,57,0,0,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sam,0.0,475,67,0,0,0,False,0.0,521,72,703,False,0.0,519,72,0,,None,40,690,80,p564505,0,0,None,0,,564505.jpg,0.0,524,72,0,0,241,False,0,0,Proctor,0.3,331,50,False,None,0,0,a,0,2,7,2023-12-16,0.0,471,46,0,18708,337,8264,986,0.0,0.0,Proctor,0
0,2005-10-06,0,0,True,True,None,None,0,0,0,534836,None,,0,0,0,0,0.0,495,198,0,0,None,,0,2,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Travis,0.0,467,186,0,0,0,False,0.0,513,199,710,False,0.0,511,199,0,,None,40,682,194,p534836,0,0,None,0,,534836.jpg,0.0,516,199,0,0,241,False,0,0,Patterson,0.1,495,184,False,None,0,0,a,0,2,7,2025-08-30,0.0,463,188,0,7238,206,3786,522,0.0,0.0,Patterson,0
0,1994-07-17,0,9,True,True,100,100,0,0.0,1,184667,None,,0,0,0,0,0.4,388,141,1,4.29,None,,0,2,0.7,1.2,1,0.00,0.0,0.00,0.0,0.00,0.64,2.74,0.0,Victor,0.7,294,102,0,0.0,0,False,0.4,414,145,719,False,3.0,399,145,21,,2025-09-18T04:00:08.433120Z,45,402,77,p184667,0,0,None,0,,184667.jpg,1.0,358,129,0,0,206,False,0,0.0,Lindelöf,0.0,615,214,False,None,0,0.0,a,0,2,7,2025-09-01,0.0,566,222,3,3068,402,1497,309,0.2,0.7,Lindelöf,0
0,2004-06-15,0,0,True,True,None,None,0,0,0,518030,None,,0,0,-1,1,0.0,558,70,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Max,0.0,531,77,0,0,0,False,0.0,570,80,183,False,0.0,568,80,0,,None,44,563,33,p518030,0,0,None,0,,518030.jpg,0.0,574,80,0,0,80,False,0,0,Weiß,0.1,435,67,False,None,0,0,a,0,3,90,2025-06-25,0.0,535,61,0,3022,265,9979,664,0.0,0.0,Weiss,0
0,2000-07-19,0,0,False,True,0,0,0,0,0,489571,None,,0,0,0,0,0.0,483,49,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Etienne,0.0,453,59,0,0,0,False,0.0,501,64,184,False,0.0,499,64,0,has joined FC Fredericia permanently.,2025-09-02T12:51:25.510909Z,40,666,72,p489571,0,0,None,0,,489571.jpg,0.0,504,64,0,0,241,False,0,0,Green,0.3,329,49,False,None,0,0,u,0,3,90,2024-08-07,0.0,450,38,0,4943,0,23235,1726,0.0,0.0,Green,0
0,1990-11-14,0,0,True,True,None,None,0,0,0,51943,None,,0,0,0,0,0.0,436,17,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Václav,0.0,408,29,0,0,0,False,0.0,457,34,185,False,0.0,456,34,0,,None,40,611,40,p51943,0,0,None,0,,51943.jpg,0.0,460,34,0,0,57,False,0,0,Hladký,0.2,379,61,False,None,0,0,a,0,3,90,2024-07-19,0.0,404,6,0,4912,343,9343,796,0.0,0.0,Hladký,0
0,1995-09-23,0,0,True,True,0,0,0,0,0,192290,None,,0,0,-1,1,0.0,534,221,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Connor,0.0,506,211,0,0,0,False,0.0,548,221,186,False,0.0,546,221,0,Achilles injury - Unknown return date,2025-08-22T12:30:06.986449Z,44,513,120,p192290,0,0,None,0,,192290.jpg,0.0,550,220,0,0,244,False,0,0,Roberts,0.0,602,210,False,None,0,0,i,0,3,90,2021-08-31,0.0,506,214,0,741,24,7375,318,0.0,0.0,Roberts,0
0,1990-05-28,0,19,True,True,None,None,1,0.14,31,58621,None,,-1,1,-1,1,16.4,275,92,42,6.0,None,,0,2,0.7,0.2,1,0.19,0.03,0.31,0.05,0.12,13.67,1.95,0.02,Kyle,0.7,287,96,15,2.14,0,False,12.1,223,78,187,False,89.8,139,62,630,,None,44,497,107,p58621,0,0,None,0,,58621.jpg,1.6,304,106,33,0,241,False,0,0.0,Walker,1.5,150,56,False,None,7,1.0,a,11,3,90,2025-07-05,14.0,267,83,11,67752,6302,125659,10307,0.2,2.5,Walker,2
0,1999-02-28,0,0,True,True,None,None,0,0,0,247245,None,,0,0,-1,1,0.0,406,149,0,0,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Hannes,0.0,378,135,0,0,0,False,0.0,428,152,188,False,0.0,427,153,0,,None,39,714,218,p247245,0,0,None,0,,247245.jpg,0.0,431,152,0,0,92,False,0,0,Delcroix,0.3,330,118,False,None,0,0,a,0,3,90,2023-08-22,0.0,374,139,0,9678,660,18321,1344,0.0,0.0,Delcroix,0
0,2003-03-19,0,0,False,True,0,0,0,0,0,461567,None,,0,0,0,0,0.0,473,189,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,443,175,0,0,0,False,0.0,491,190,189,False,0.0,489,190,0,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,40,652,177,p461567,0,0,None,0,,461567.jpg,0.0,494,190,0,0,241,False,0,0,Dodgson,0.0,672,228,False,None,0,0,u,0,3,90,2021-08-20,0.0,440,178,0,0,0,2014,66,0.0,0.0,Dodgson,0
0,1998-10-21,1,44,True,True,None,None,1,0.17,52,478969,None,,0,0,0,0,26.4,229,69,60,10.15,None,,0,2,0.7,0.2,0,0.16,0.03,0.31,0.06,0.15,11.24,1.9,0.03,Hjalmar,0.7,285,95,12,2.03,0,False,21.7,121,38,190,False,130.2,72,32,532,,None,40,663,182,p478969,0,0,None,0,,478969.jpg,3.2,129,52,14,0,206,False,0,0.0,Ekdal,1.4,156,58,False,None,6,1.02,a,8,3,90,2023-01-21,61.0,98,16,19,206957,2828,84796,10395,0.2,4.8,Ekdal,0
0,2002-05-26,0,35,True,True,None,None,1,0.14,60,477717,None,,0,0,0,0,14.4,287,95,67,9.69,None,,0,2,1.0,0.5,1,0.02,0.0,0.21,0.03,0.19,13.56,1.96,0.03,Maxime,1.0,246,83,15,2.17,0,False,18.1,153,49,191,False,135.6,68,28,622,,None,40,662,181,p477717,2,0,None,0,,477717.jpg,2.1,245,85,15,0,73,False,0,0.0,Estève,13.3,28,10,False,None,7,1.01,a,7,3,90,2024-06-14,30.0,186,45,15,413950,19399,953253,92041,0.2,3.8,Estève,0
2,2001-11-14,0,68,True,True,None,None,1,0.14,37,494960,2,,0,0,0,0,122.5,41,8,51,7.32,None,,0,2,3.0,2.5,4,0.69,0.1,0.82,0.12,0.13,13.05,1.87,0.02,Quilindschy,3.0,100,36,13,1.87,0,False,30.6,52,10,192,False,154.8,46,19,627,,None,40,671,186,p494960,0,0,None,0,,494960.jpg,3.0,141,56,15,0,152,False,0,0.0,Hartman,0.6,222,83,False,None,7,1.0,a,14,3,90,2025-06-26,29.0,190,47,21,45641,11762,38312,3674,0.8,5.2,Hartman,1
0,2003-03-15,0,-5,True,True,100,100,0,0.0,0,461188,None,,0,0,0,0,0.0,470,187,0,0.0,None,,0,2,0.0,-0.5,0,0.00,0.0,0.00,0.0,0.00,0.62,27.9,0.0,Bashir,0.0,440,173,2,90.0,0,False,0.0,488,188,193,False,0.2,419,147,2,,2025-08-10T22:00:04.557380Z,40,649,175,p461188,0,0,None,0,,461188.jpg,0.0,491,188,0,0,241,False,0,0.0,Humphreys,0.1,541,196,False,None,0,0.0,a,0,3,90,2025-07-01,0.0,437,176,0,1789,188,3549,349,0.0,0.0,Humphreys,0
0,2000-05-19,0,0,True,True,0,0,0,0,0,241231,None,,0,0,0,0,0.0,463,183,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,432,168,0,0,0,False,0.0,481,184,194,False,0.0,480,185,0,Hamstring injury - Unknown return date,2025-08-22T12:30:07.019474Z,40,639,168,p241231,0,0,None,0,,241231.jpg,0.0,484,184,0,0,80,False,0,0,Beyer,0.1,499,186,False,None,0,0,i,0,3,90,2023-07-01,0.0,430,172,0,894,46,12088,558,0.0,0.0,Jordan,0
0,2001-03-24,0,0,True,True,None,None,0,0,0,549329,None,,0,0,-1,1,0.0,423,165,0,0,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Lucas,0.0,395,151,0,0,0,False,0.0,445,168,195,False,0.0,444,169,0,,None,39,731,234,p549329,0,0,None,0,,549329.jpg,0.0,448,168,0,0,30,False,0,0,Pires Silva,0.2,376,137,False,None,0,0,a,0,3,90,2024-07-16,0.0,391,155,0,8921,330,10797,932,0.0,0.0,Lucas Pires,0
0,2001-08-19,0,0,False,True,0,0,0,0,0,450072,None,,0,0,0,0,0.0,469,186,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Shurandy,0.0,439,172,0,0,0,False,0.0,487,187,196,False,0.0,486,188,0,Has joined Sparta Rotterdam on loan for the rest of the season.,2025-08-19T13:36:42.853472Z,40,648,174,p450072,0,0,None,0,,450072.jpg,0.0,490,187,0,0,152,False,0,0,Sambo,0.1,564,206,False,None,0,0,u,0,3,90,2024-06-28,0.0,436,175,0,202,0,8189,271,0.0,0.0,Sambo,0
